,SIGNGU_CD,성별,연령대별,CLASS1,카드이용건수계순위,카드이용금액계순위
1238,11260,F,50대,음/식료품,6,6
1239,11260,F,50대,의료,3,2
1240,11260,F,50대,의류/잡화,10,8
1241,11260,F,50대,자동차,13,7
1242,11260,F,50대,전자상거래,4,3
1243,11260,F,50대,주유,8,10
1244,11260,F,60대,가전/가구,12,9
1245,11260,F,60대,가정생활/서비스,5,4
1246,11260,F,60대,교육/학원,14,14
1247,11260,F,60대,미용,8,12
1248,11260,F,60대,스포츠/문화/레저,10,8
1249,11260,F,60대,여행/교통,11,13
1250,11260,F,60대,요식/유흥,2,3
1251,11260,F,60대,유통,1,1
1252,11260,F,60대,음/식료품,4,6
1253,11260,F,60대,의료,3,2
1254,11260,F,60대,의류/잡화,9,7
1255,11260,F,60대,자동차,13,10
1256,11260,F,60대,전자상거래,6,5
1257,11260,F,60대,주유,7,11
1258,11260,F,70대이상,가전/가구,12,7
1259,11260,F,70대이상,가정생활/서비스,5,5
1260,11260,F,70대이상,교육/학원,14,14
1261,11260,F,70대이상,미용,7,10
1262,11260,F,70대이상,스포츠/문화/레저,8,8
1263,11260,F,70대이상,여행/교통,11,12
1264,11260,F,70대이상,요식/유흥,3,3
1265,11260,F,70대이상,유통,1,2
1266,11260,F,70대이상,음/식료품,4,6
1267,11260,F,70대이상,의료,2,1
1268,11260,F,70대이상,의류/잡화,9,9
1269,11260,F,70대이상,자동차,13,13
1270,11260,F,70대이상,전자상거래,6,4
1271,11260,F,70대이상,주유,10,11
1272,11260,M,10대,가전/가구,13,12
1273,11260,M,10대,가정생활/서비스,5,5
1274,11260,M,10대,교육/학원,11,11
1275,11260,M,10대,미용,8,9
1276,11260,M,10대,스포츠/문화/레저,3,4
1277,11260,M,10대,여행/교통,9,7
1278,11260,M,10대,요식/유흥,2,1
1279,11260,M,10대,유통,1,2
1280,11260,M,10대,음/식료품,6,10
1281,11260,M,10대,의료,7,8
1282,11260,M,10대,의류/잡화,10,6
1283,11260,M,10대,자동차,14,14
1284,11260,M,10대,전자상거래,4,3
1285,11260,M,10대,주유,12,13
1286,11260,M,20대,가전/가구,13,11
1287,11260,M,20대,가정생활/서비스,5,4
1288,11260,M,20대,교육/학원,14,14
1289,11260,M,20대,미용,10,12
1290,11260,M,20대,스포츠/문화/레저,3,5
1291,11260,M,20대,여행/교통,7,7
1292,11260,M,20대,요식/유흥,2,1
1293,11260,M,20대,유통,1,2
1294,11260,M,20대,음/식료품,8,13
1295,11260,M,20대,의료,6,6
1296,11260,M,20대,의류/잡화,11,8
1297,11260,M,20대,자동차,12,10
1298,11260,M,20대,전자상거래,4,3
1299,11260,M,20대,주유,9,9
1300,11260,M,30대,가전/가구,13,10
1301,11260,M,30대,가정생활/서비스,5,4
1302,11260,M,30대,교육/학원,14,13
1303,11260,M,30대,미용,10,14
1304,11260,M,30대,스포츠/문화/레저,6,8
1305,11260,M,30대,여행/교통,9,9
1306,11260,M,30대,요식/유흥,2,1
1307,11260,M,30대,유통,1,2
1308,11260,M,30대,음/식료품,8,11
1309,11260,M,30대,의료,4,5
1310,11260,M,30대,의류/잡화,12,12
1311,11260,M,30대,자동차,11,7
1312,11260,M,30대,전자상거래,3,3
1313,11260,M,30대,주유,7,6
1314,11260,M,40대,가전/가구,14,10
1315,11260,M,40대,가정생활/서비스,4,4
1316,11260,M,40대,교육/학원,13,12
1317,11260,M,40대,미용,10,14
1318,11260,M,40대,스포츠/문화/레저,8,7
1319,11260,M,40대,여행/교통,9,9
1320,11260,M,40대,요식/유흥,2,2
1321,11260,M,40대,유통,1,1
1322,11260,M,40대,음/식료품,7,11
1323,11260,M,40대,의료,5,5
1324,11260,M,40대,의류/잡화,12,13
1325,11260,M,40대,자동차,11,8
1326,11260,M,40대,전자상거래,3,3
1327,11260,M,40대,주유,6,6
1328,11260,M,50대,가전/가구,13,11
1329,11260,M,50대,가정생활/서비스,5,3
1330,11260,M,50대,교육/학원,14,14
1331,11260,M,50대,미용,10,13
1332,11260,M,50대,스포츠/문화/레저,8,10
1333,11260,M,50대,여행/교통,9,9
1334,11260,M,50대,요식/유흥,2,1
1335,11260,M,50대,유통,1,2
1336,11260,M,50대,음/식료품,6,8
1337,11260,M,50대,의료,4,5
1338,11260,M,50대,의류/잡화,12,12
1339,11260,M,50대,자동차,11,6
1340,11260,M,50대,전자상거래,7,7
1341,11260,M,50대,주유,3,4
1342,11260,M,60대,가전/가구,13,9
1343,11260,M,60대,가정생활/서비스,5,5
1344,11260,M,60대,교육/학원,14,14
1345,11260,M,60대,미용,11,13
1346,11260,M,60대,스포츠/문화/레저,9,10
1347,11260,M,60대,여행/교통,10,12
1348,11260,M,60대,요식/유흥,2,2
1349,11260,M,60대,유통,1,3
1350,11260,M,60대,음/식료품,6,7
1351,11260,M,60대,의료,4,4
1352,11260,M,60대,의류/잡화,12,11
1353,11260,M,60대,자동차,8,6
1354,11260,M,60대,전자상거래,7,8
1355,11260,M,60대,주유,3,1
1356,11260,M,70대이상,가전/가구,13,8
1357,11260,M,70대이상,가정생활/서비스,5,5
1358,11260,M,70대이상,교육/학원,14,14
1359,11260,M,70대이상,미용,9,13
1360,11260,M,70대이상,스포츠/문화/레저,8,10
1361,11260,M,70대이상,여행/교통,10,12
1362,11260,M,70대이상,요식/유흥,4,4
1363,11260,M,70대이상,유통,1,3
1364,11260,M,70대이상,음/식료품,6,6
1365,11260,M,70대이상,의료,3,1
1366,11260,M,70대이상,의류/잡화,12,11
1367,11260,M,70대이상,자동차,11,9
1368,11260,M,70대이상,전자상거래,7,7
1369,11260,M,70대이상,주유,2,2
1370,11290,F,10대,가전/가구,12,12
1371,11290,F,10대,가정생활/서비스,5,6
1372,11290,F,10대,교육/학원,10,10
1373,11290,F,10대,미용,8,8
1374,11290,F,10대,스포츠/문화/레저,4,4
1375,11290,F,10대,여행/교통,11,7
1376,11290,F,10대,요식/유흥,1,1
1377,11290,F,10대,유통,2,2
1378,11290,F,10대,음/식료품,7,11
1379,11290,F,10대,의료,9,9
1380,11290,F,10대,의류/잡화,6,5
1381,11290,F,10대,자동차,14,14
1382,11290,F,10대,전자상거래,3,3
1383,11290,F,10대,주유,13,13
1384,11290,F,20대,가전/가구,13,10
1385,11290,F,20대,가정생활/서비스,6,5
1386,11290,F,20대,교육/학원,11,12
1387,11290,F,20대,미용,10,9
1388,11290,F,20대,스포츠/문화/레저,5,7
1389,11290,F,20대,여행/교통,7,6
1390,11290,F,20대,요식/유흥,1,1
1391,11290,F,20대,유통,2,3
1392,11290,F,20대,음/식료품,9,11
1393,11290,F,20대,의료,4,4
1394,11290,F,20대,의류/잡화,8,8
1395,11290,F,20대,자동차,14,14
1396,11290,F,20대,전자상거래,3,2
1397,11290,F,20대,주유,12,13
1398,11290,F,30대,가전/가구,14,9
1399,11290,F,30대,가정생활/서비스,5,5
1400,11290,F,30대,교육/학원,11,6
1401,11290,F,30대,미용,9,11
1402,11290,F,30대,스포츠/문화/레저,7,8
1403,11290,F,30대,여행/교통,8,7
1404,11290,F,30대,요식/유흥,2,3
1405,11290,F,30대,유통,1,2
1406,11290,F,30대,음/식료품,6,12
1407,11290,F,30대,의료,4,4
1408,11290,F,30대,의류/잡화,10,10
1409,11290,F,30대,자동차,13,14
1410,11290,F,30대,전자상거래,3,1
1411,11290,F,30대,주유,12,13
1412,11290,F,40대,가전/가구,14,11
1413,11290,F,40대,가정생활/서비스,5,5
1414,11290,F,40대,교육/학원,11,6
1415,11290,F,40대,미용,8,12
1416,11290,F,40대,스포츠/문화/레저,7,8
1417,11290,F,40대,여행/교통,10,7
1418,11290,F,40대,요식/유흥,2,3
1419,11290,F,40대,유통,1,2
1420,11290,F,40대,음/식료품,6,10
1421,11290,F,40대,의료,4,4
1422,11290,F,40대,의류/잡화,12,9
1423,11290,F,40대,자동차,13,14
1424,11290,F,40대,전자상거래,3,1
1425,11290,F,40대,주유,9,13
1426,11290,F,50대,가전/가구,13,10
1427,11290,F,50대,가정생활/서비스,5,5
1428,11290,F,50대,교육/학원,14,14
1429,11290,F,50대,미용,9,12
1430,11290,F,50대,스포츠/문화/레저,7,8
1431,11290,F,50대,여행/교통,10,6
1432,11290,F,50대,요식/유흥,2,4
1433,11290,F,50대,유통,1,1
1434,11290,F,50대,음/식료품,6,7
1435,11290,F,50대,의료,3,3
1436,11290,F,50대,의류/잡화,11,9
1437,11290,F,50대,자동차,12,13
1438,11290,F,50대,전자상거래,4,2
1439,11290,F,50대,주유,8,11
1440,11290,F,60대,가전/가구,12,7
1441,11290,F,60대,가정생활/서비스,5,5
1442,11290,F,60대,교육/학원,14,14
1443,11290,F,60대,미용,8,12
1444,11290,F,60대,스포츠/문화/레저,9,10
1445,11290,F,60대,여행/교통,11,9
1446,11290,F,60대,요식/유흥,2,4
1447,11290,F,60대,유통,1,1
1448,11290,F,60대,음/식료품,6,6
1449,11290,F,60대,의료,3,2
1450,11290,F,60대,의류/잡화,10,8
1451,11290,F,60대,자동차,13,13
1452,11290,F,60대,전자상거래,4,3
1453,11290,F,60대,주유,7,11
1454,11290,F,70대이상,가전/가구,12,9
1455,11290,F,70대이상,가정생활/서비스,5,6
1456,11290,F,70대이상,교육/학원,14,13
1457,11290,F,70대이상,미용,7,11
1458,11290,F,70대이상,스포츠/문화/레저,8,10
1459,11290,F,70대이상,여행/교통,11,8
1460,11290,F,70대이상,요식/유흥,3,3
1461,11290,F,70대이상,유통,1,1
1462,11290,F,70대이상,음/식료품,4,5
1463,11290,F,70대이상,의료,2,2
1464,11290,F,70대이상,의류/잡화,10,7
1465,11290,F,70대이상,자동차,13,14
1466,11290,F,70대이상,전자상거래,6,4
1467,11290,F,70대이상,주유,9,12
1468,11290,M,10대,가전/가구,13,12
1469,11290,M,10대,가정생활/서비스,5,5
1470,11290,M,10대,교육/학원,11,8
1471,11290,M,10대,미용,8,10
1472,11290,M,10대,스포츠/문화/레저,3,4
1473,11290,M,10대,여행/교통,9,7
1474,11290,M,10대,요식/유흥,2,1
1475,11290,M,10대,유통,1,2
1476,11290,M,10대,음/식료품,6,11
1477,11290,M,10대,의료,7,9
1478,11290,M,10대,의류/잡화,10,6
1479,11290,M,10대,자동차,14,14
1480,11290,M,10대,전자상거래,4,3
1481,11290,M,10대,주유,12,13
1482,11290,M,20대,가전/가구,12,12
1483,11290,M,20대,가정생활/서비스,5,4
1484,11290,M,20대,교육/학원,13,14
1485,11290,M,20대,미용,9,10
1486,11290,M,20대,스포츠/문화/레저,3,5
1487,11290,M,20대,여행/교통,6,7
1488,11290,M,20대,요식/유흥,2,1
1489,11290,M,20대,유통,1,2
1490,11290,M,20대,음/식료품,8,11
1491,11290,M,20대,의료,7,6
1492,11290,M,20대,의류/잡화,11,9
1493,11290,M,20대,자동차,14,13
1494,11290,M,20대,전자상거래,4,3
1495,11290,M,20대,주유,10,8
1496,11290,M,30대,가전/가구,14,9
1497,11290,M,30대,가정생활/서비스,4,4
1498,11290,M,30대,교육/학원,13,13
1499,11290,M,30대,미용,10,14
1500,11290,M,30대,스포츠/문화/레저,6,8
1501,11290,M,30대,여행/교통,9,7
1502,11290,M,30대,요식/유흥,2,1
1503,11290,M,30대,유통,1,3
1504,11290,M,30대,음/식료품,8,12
1505,11290,M,30대,의료,5,5
1506,11290,M,30대,의류/잡화,12,11
1507,11290,M,30대,자동차,11,10
1508,11290,M,30대,전자상거래,3,2
1509,11290,M,30대,주유,7,6
1510,11290,M,40대,가전/가구,14,11
1511,11290,M,40대,가정생활/서비스,5,4
1512,11290,M,40대,교육/학원,12,8
1513,11290,M,40대,미용,10,14
1514,11290,M,40대,스포츠/문화/레저,7,10
1515,11290,M,40대,여행/교통,9,7
1516,11290,M,40대,요식/유흥,2,2
1517,11290,M,40대,유통,1,1
1518,11290,M,40대,음/식료품,8,12
1519,11290,M,40대,의료,4,5
1520,11290,M,40대,의류/잡화,13,13
1521,11290,M,40대,자동차,11,9
1522,11290,M,40대,전자상거래,3,3
1523,11290,M,40대,주유,6,6
1524,11290,M,50대,가전/가구,14,9
1525,11290,M,50대,가정생활/서비스,5,3
1526,11290,M,50대,교육/학원,13,12
1527,11290,M,50대,미용,10,14
1528,11290,M,50대,스포츠/문화/레저,8,10
1529,11290,M,50대,여행/교통,9,8
1530,11290,M,50대,요식/유흥,2,1
1531,11290,M,50대,유통,1,2
1532,11290,M,50대,음/식료품,7,11
1533,11290,M,50대,의료,3,4
1534,11290,M,50대,의류/잡화,12,13
1535,11290,M,50대,자동차,11,7
1536,11290,M,50대,전자상거래,6,5
1537,11290,M,50대,주유,4,6
1538,11290,M,60대,가전/가구,13,11
1539,11290,M,60대,가정생활/서비스,5,5
1540,11290,M,60대,교육/학원,14,14
1541,11290,M,60대,미용,11,13
1542,11290,M,60대,스포츠/문화/레저,9,10
1543,11290,M,60대,여행/교통,8,8
1544,11290,M,60대,요식/유흥,2,1
1545,11290,M,60대,유통,1,2
1546,11290,M,60대,음/식료품,6,9
1547,11290,M,60대,의료,4,3
1548,11290,M,60대,의류/잡화,12,12
1549,11290,M,60대,자동차,10,6
1550,11290,M,60대,전자상거래,7,7
1551,11290,M,60대,주유,3,4
1552,11290,M,70대이상,가전/가구,13,10
1553,11290,M,70대이상,가정생활/서비스,5,5
1554,11290,M,70대이상,교육/학원,14,14
1555,11290,M,70대이상,미용,10,13
1556,11290,M,70대이상,스포츠/문화/레저,8,11
1557,11290,M,70대이상,여행/교통,9,9
1558,11290,M,70대이상,요식/유흥,2,3
1559,11290,M,70대이상,유통,1,2
1560,11290,M,70대이상,음/식료품,6,7
1561,11290,M,70대이상,의료,3,1
1562,11290,M,70대이상,의류/잡화,12,12
1563,11290,M,70대이상,자동차,11,6
1564,11290,M,70대이상,전자상거래,7,8
1565,11290,M,70대이상,주유,4,4
1566,11305,F,10대,가전/가구,12,12
1567,11305,F,10대,가정생활/서비스,5,8
1568,11305,F,10대,교육/학원,10,10
1569,11305,F,10대,미용,7,6
1570,11305,F,10대,스포츠/문화/레저,4,4
1571,11305,F,10대,여행/교통,11,9
1572,11305,F,10대,요식/유흥,1,1
1573,11305,F,10대,유통,2,3
1574,11305,F,10대,음/식료품,8,11
1575,11305,F,10대,의료,9,7
1576,11305,F,10대,의류/잡화,6,5
1577,11305,F,10대,자동차,14,14
1578,11305,F,10대,전자상거래,3,2
1579,11305,F,10대,주유,13,13
1580,11305,F,20대,가전/가구,13,10
1581,11305,F,20대,가정생활/서비스,6,5
1582,11305,F,20대,교육/학원,11,12
1583,11305,F,20대,미용,10,9
1584,11305,F,20대,스포츠/문화/레저,4,6
1585,11305,F,20대,여행/교통,7,7
1586,11305,F,20대,요식/유흥,1,1
1587,11305,F,20대,유통,2,3
1588,11305,F,20대,음/식료품,8,11
1589,11305,F,20대,의료,5,4
1590,11305,F,20대,의류/잡화,9,8
1591,11305,F,20대,자동차,14,14
1592,11305,F,20대,전자상거래,3,2
1593,11305,F,20대,주유,12,13
1594,11305,F,30대,가전/가구,14,8
1595,11305,F,30대,가정생활/서비스,5,4
1596,11305,F,30대,교육/학원,12,6
1597,11305,F,30대,미용,9,11
1598,11305,F,30대,스포츠/문화/레저,7,9
1599,11305,F,30대,여행/교통,8,7
1600,11305,F,30대,요식/유흥,2,3
1601,11305,F,30대,유통,1,2
1602,11305,F,30대,음/식료품,6,13
1603,11305,F,30대,의료,4,5
1604,11305,F,30대,의류/잡화,11,10
1605,11305,F,30대,자동차,13,14
1606,11305,F,30대,전자상거래,3,1
1607,11305,F,30대,주유,10,12
1608,11305,F,40대,가전/가구,14,9
1609,11305,F,40대,가정생활/서비스,5,4
1610,11305,F,40대,교육/학원,12,6
1611,11305,F,40대,미용,9,13
1612,11305,F,40대,스포츠/문화/레저,7,8
1613,11305,F,40대,여행/교통,10,7
1614,11305,F,40대,요식/유흥,2,3
1615,11305,F,40대,유통,1,1
1616,11305,F,40대,음/식료품,6,12
1617,11305,F,40대,의료,4,5
1618,11305,F,40대,의류/잡화,11,10
1619,11305,F,40대,자동차,13,14
1620,11305,F,40대,전자상거래,3,2
1621,11305,F,40대,주유,8,11
1622,11305,F,50대,가전/가구,12,7
1623,11305,F,50대,가정생활/서비스,4,5
1624,11305,F,50대,교육/학원,14,14
1625,11305,F,50대,미용,9,12
1626,11305,F,50대,스포츠/문화/레저,7,8
1627,11305,F,50대,여행/교통,11,11
1628,11305,F,50대,요식/유흥,2,3
1629,11305,F,50대,유통,1,1
1630,11305,F,50대,음/식료품,6,6
1631,11305,F,50대,의료,3,4
1632,11305,F,50대,의류/잡화,10,9
1633,11305,F,50대,자동차,13,13
1634,11305,F,50대,전자상거래,5,2
1635,11305,F,50대,주유,8,10
1636,11305,F,60대,가전/가구,12,9
1637,11305,F,60대,가정생활/서비스,5,5
1638,11305,F,60대,교육/학원,14,14
1639,11305,F,60대,미용,8,11
1640,11305,F,60대,스포츠/문화/레저,9,8
1641,11305,F,60대,여행/교통,11,12
1642,11305,F,60대,요식/유흥,2,4
1643,11305,F,60대,유통,1,1
1644,11305,F,60대,음/식료품,4,6
1645,11305,F,60대,의료,3,2
1646,11305,F,60대,의류/잡화,10,7
1647,11305,F,60대,자동차,13,13
1648,11305,F,60대,전자상거래,6,3
1649,11305,F,60대,주유,7,10
1650,11305,F,70대이상,가전/가구,12,7
1651,11305,F,70대이상,가정생활/서비스,5,5
1652,11305,F,70대이상,교육/학원,14,14
1653,11305,F,70대이상,미용,8,11
1654,11305,F,70대이상,스포츠/문화/레저,9,10
1655,11305,F,70대이상,여행/교통,11,12
1656,11305,F,70대이상,요식/유흥,2,4
1657,11305,F,70대이상,유통,1,1
1658,11305,F,70대이상,음/식료품,4,6
1659,11305,F,70대이상,의료,3,2
1660,11305,F,70대이상,의류/잡화,10,8
1661,11305,F,70대이상,자동차,13,13
1662,11305,F,70대이상,전자상거래,6,3
1663,11305,F,70대이상,주유,7,9
1664,11305,M,10대,가전/가구,13,13
1665,11305,M,10대,가정생활/서비스,5,5
1666,11305,M,10대,교육/학원,11,10
1667,11305,M,10대,미용,7,9
1668,11305,M,10대,스포츠/문화/레저,3,4
1669,11305,M,10대,여행/교통,9,6
1670,11305,M,10대,요식/유흥,2,1
1671,11305,M,10대,유통,1,3
1672,11305,M,10대,음/식료품,6,8
1673,11305,M,10대,의료,8,11
1674,11305,M,10대,의류/잡화,10,7
1675,11305,M,10대,자동차,14,14
1676,11305,M,10대,전자상거래,4,2
1677,11305,M,10대,주유,12,12
1678,11305,M,20대,가전/가구,12,12
1679,11305,M,20대,가정생활/서비스,5,4
1680,11305,M,20대,교육/학원,14,14
1681,11305,M,20대,미용,10,11
1682,11305,M,20대,스포츠/문화/레저,3,5
1683,11305,M,20대,여행/교통,7,7
1684,11305,M,20대,요식/유흥,2,1
1685,11305,M,20대,유통,1,2
1686,11305,M,20대,음/식료품,8,13
1687,11305,M,20대,의료,6,6
1688,11305,M,20대,의류/잡화,11,9
1689,11305,M,20대,자동차,13,10
1690,11305,M,20대,전자상거래,4,3
1691,11305,M,20대,주유,9,8
1692,11305,M,30대,가전/가구,13,10
1693,11305,M,30대,가정생활/서비스,4,4
1694,11305,M,30대,교육/학원,14,14
1695,11305,M,30대,미용,10,13
1696,11305,M,30대,스포츠/문화/레저,6,9
1697,11305,M,30대,여행/교통,9,8
1698,11305,M,30대,요식/유흥,2,1
1699,11305,M,30대,유통,1,2
1700,11305,M,30대,음/식료품,8,12
1701,11305,M,30대,의료,5,5
1702,11305,M,30대,의류/잡화,12,11
1703,11305,M,30대,자동차,11,7
1704,11305,M,30대,전자상거래,3,3
1705,11305,M,30대,주유,7,6
1706,11305,M,40대,가전/가구,14,11
1707,11305,M,40대,가정생활/서비스,4,4
1708,11305,M,40대,교육/학원,12,10
1709,11305,M,40대,미용,10,14
1710,11305,M,40대,스포츠/문화/레저,7,8
1711,11305,M,40대,여행/교통,9,9
1712,11305,M,40대,요식/유흥,2,1
1713,11305,M,40대,유통,1,2
1714,11305,M,40대,음/식료품,8,12
1715,11305,M,40대,의료,5,5
1716,11305,M,40대,의류/잡화,13,13
1717,11305,M,40대,자동차,11,7
1718,11305,M,40대,전자상거래,3,3
1719,11305,M,40대,주유,6,6
1720,11305,M,50대,가전/가구,13,11
1721,11305,M,50대,가정생활/서비스,5,3
1722,11305,M,50대,교육/학원,14,13
1723,11305,M,50대,미용,10,14
1724,11305,M,50대,스포츠/문화/레저,8,8
1725,11305,M,50대,여행/교통,9,10
1726,11305,M,50대,요식/유흥,2,1
1727,11305,M,50대,유통,1,2
1728,11305,M,50대,음/식료품,7,9
1729,11305,M,50대,의료,4,4
1730,11305,M,50대,의류/잡화,12,12
1731,11305,M,50대,자동차,11,7
1732,11305,M,50대,전자상거래,6,6
1733,11305,M,50대,주유,3,5
1734,11305,M,60대,가전/가구,13,8
1735,11305,M,60대,가정생활/서비스,5,5
1736,11305,M,60대,교육/학원,14,14
1737,11305,M,60대,미용,11,13
1738,11305,M,60대,스포츠/문화/레저,8,10
1739,11305,M,60대,여행/교통,9,11
1740,11305,M,60대,요식/유흥,2,3
1741,11305,M,60대,유통,1,1
1742,11305,M,60대,음/식료품,6,9
1743,11305,M,60대,의료,4,4
1744,11305,M,60대,의류/잡화,12,12
1745,11305,M,60대,자동차,10,6
1746,11305,M,60대,전자상거래,7,7
1747,11305,M,60대,주유,3,2
1748,11305,M,70대이상,가전/가구,13,9
1749,11305,M,70대이상,가정생활/서비스,5,5
1750,11305,M,70대이상,교육/학원,14,14
1751,11305,M,70대이상,미용,9,13
1752,11305,M,70대이상,스포츠/문화/레저,8,12
1753,11305,M,70대이상,여행/교통,10,11
1754,11305,M,70대이상,요식/유흥,2,4
1755,11305,M,70대이상,유통,1,2
1756,11305,M,70대이상,음/식료품,6,8
1757,11305,M,70대이상,의료,4,1
1758,11305,M,70대이상,의류/잡화,12,10
1759,11305,M,70대이상,자동차,11,7
1760,11305,M,70대이상,전자상거래,7,6
1761,11305,M,70대이상,주유,3,3
1762,11320,F,10대,가전/가구,12,11
1763,11320,F,10대,가정생활/서비스,5,9
1764,11320,F,10대,교육/학원,7,7
1765,11320,F,10대,미용,10,8
1766,11320,F,10대,스포츠/문화/레저,4,4
1767,11320,F,10대,여행/교통,11,6
1768,11320,F,10대,요식/유흥,1,1
1769,11320,F,10대,유통,2,2
1770,11320,F,10대,음/식료품,8,12
1771,11320,F,10대,의료,9,10
1772,11320,F,10대,의류/잡화,6,5
1773,11320,F,10대,자동차,13,13
1774,11320,F,10대,전자상거래,3,3
1775,11320,F,10대,주유,14,14
1776,11320,F,20대,가전/가구,13,10
1777,11320,F,20대,가정생활/서비스,6,5
1778,11320,F,20대,교육/학원,11,11
1779,11320,F,20대,미용,10,9
1780,11320,F,20대,스포츠/문화/레저,4,6
1781,11320,F,20대,여행/교통,7,7
1782,11320,F,20대,요식/유흥,1,1
1783,11320,F,20대,유통,2,3
1784,11320,F,20대,음/식료품,8,12
1785,11320,F,20대,의료,5,4
1786,11320,F,20대,의류/잡화,9,8
1787,11320,F,20대,자동차,14,14
1788,11320,F,20대,전자상거래,3,2
1789,11320,F,20대,주유,12,13
1790,11320,F,30대,가전/가구,14,9
1791,11320,F,30대,가정생활/서비스,5,5
1792,11320,F,30대,교육/학원,11,6
1793,11320,F,30대,미용,9,11
1794,11320,F,30대,스포츠/문화/레저,7,8
1795,11320,F,30대,여행/교통,8,7
1796,11320,F,30대,요식/유흥,2,3
1797,11320,F,30대,유통,1,2
1798,11320,F,30대,음/식료품,6,13
1799,11320,F,30대,의료,4,4
1800,11320,F,30대,의류/잡화,12,10
1801,11320,F,30대,자동차,13,14
1802,11320,F,30대,전자상거래,3,1
1803,11320,F,30대,주유,10,12
1804,11320,F,40대,가전/가구,13,9
1805,11320,F,40대,가정생활/서비스,5,4
1806,11320,F,40대,교육/학원,10,6
1807,11320,F,40대,미용,9,13
1808,11320,F,40대,스포츠/문화/레저,7,7
1809,11320,F,40대,여행/교통,11,8
1810,11320,F,40대,요식/유흥,2,3
1811,11320,F,40대,유통,1,1
1812,11320,F,40대,음/식료품,6,11
1813,11320,F,40대,의료,4,5
1814,11320,F,40대,의류/잡화,12,10
1815,11320,F,40대,자동차,14,14
1816,11320,F,40대,전자상거래,3,2
1817,11320,F,40대,주유,8,12
1818,11320,F,50대,가전/가구,13,8
1819,11320,F,50대,가정생활/서비스,5,5
1820,11320,F,50대,교육/학원,14,14
1821,11320,F,50대,미용,8,13
1822,11320,F,50대,스포츠/문화/레저,7,7
1823,11320,F,50대,여행/교통,11,9
1824,11320,F,50대,요식/유흥,2,4
1825,11320,F,50대,유통,1,1
1826,11320,F,50대,음/식료품,6,6
1827,11320,F,50대,의료,3,3
1828,11320,F,50대,의류/잡화,10,12
1829,11320,F,50대,자동차,12,10
1830,11320,F,50대,전자상거래,4,2
1831,11320,F,50대,주유,9,11
1832,11320,F,60대,가전/가구,13,7
1833,11320,F,60대,가정생활/서비스,4,5
1834,11320,F,60대,교육/학원,14,14
1835,11320,F,60대,미용,8,12
1836,11320,F,60대,스포츠/문화/레저,9,9
1837,11320,F,60대,여행/교통,11,13
1838,11320,F,60대,요식/유흥,2,4
1839,11320,F,60대,유통,1,1
1840,11320,F,60대,음/식료품,5,6
1841,11320,F,60대,의료,3,2
1842,11320,F,60대,의류/잡화,10,8
1843,11320,F,60대,자동차,12,11
1844,11320,F,60대,전자상거래,6,3
1845,11320,F,60대,주유,7,10
1846,11320,F,70대이상,가전/가구,12,8
1847,11320,F,70대이상,가정생활/서비스,5,6
1848,11320,F,70대이상,교육/학원,14,14
1849,11320,F,70대이상,미용,7,11
1850,11320,F,70대이상,스포츠/문화/레저,10,9
1851,11320,F,70대이상,여행/교통,11,13
1852,11320,F,70대이상,요식/유흥,3,3
1853,11320,F,70대이상,유통,1,1
1854,11320,F,70대이상,음/식료품,4,5
1855,11320,F,70대이상,의료,2,2
1856,11320,F,70대이상,의류/잡화,9,10
1857,11320,F,70대이상,자동차,13,7
1858,11320,F,70대이상,전자상거래,6,4
1859,11320,F,70대이상,주유,8,12
1860,11320,M,10대,가전/가구,13,13
1861,11320,M,10대,가정생활/서비스,5,5
1862,11320,M,10대,교육/학원,11,7
1863,11320,M,10대,미용,8,9
1864,11320,M,10대,스포츠/문화/레저,3,3
1865,11320,M,10대,여행/교통,9,6
1866,11320,M,10대,요식/유흥,2,1
1867,11320,M,10대,유통,1,2
1868,11320,M,10대,음/식료품,7,11
1869,11320,M,10대,의료,6,8
1870,11320,M,10대,의류/잡화,10,10
1871,11320,M,10대,자동차,14,14
1872,11320,M,10대,전자상거래,4,4
1873,11320,M,10대,주유,12,12
1874,11320,M,20대,가전/가구,12,13
1875,11320,M,20대,가정생활/서비스,5,4
1876,11320,M,20대,교육/학원,14,14
1877,11320,M,20대,미용,9,10
1878,11320,M,20대,스포츠/문화/레저,3,5
1879,11320,M,20대,여행/교통,7,7
1880,11320,M,20대,요식/유흥,2,1
1881,11320,M,20대,유통,1,2
1882,11320,M,20대,음/식료품,8,11
1883,11320,M,20대,의료,6,6
1884,11320,M,20대,의류/잡화,11,9
1885,11320,M,20대,자동차,13,12
1886,11320,M,20대,전자상거래,4,3
1887,11320,M,20대,주유,10,8
1888,11320,M,30대,가전/가구,14,8
1889,11320,M,30대,가정생활/서비스,4,4
1890,11320,M,30대,교육/학원,13,13
1891,11320,M,30대,미용,10,14
1892,11320,M,30대,스포츠/문화/레저,6,10
1893,11320,M,30대,여행/교통,9,9
1894,11320,M,30대,요식/유흥,2,1
1895,11320,M,30대,유통,1,2
1896,11320,M,30대,음/식료품,8,12
1897,11320,M,30대,의료,5,5
1898,11320,M,30대,의류/잡화,12,11
1899,11320,M,30대,자동차,11,6
1900,11320,M,30대,전자상거래,3,3
1901,11320,M,30대,주유,7,7
